"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar producto","Validar que un cliente pueda agregar un producto al carrito de compras","SUCCESS","2022-06-29T14:21:20.171-05:00[America/Bogota]","0.0","31.41"
